addres,code,dastresi,tejary,darmany,farhangi_honary,tafrihy,rest,parks
آنالیز قیمت فروش آپارتمان در تهران - شهرک راه آهن ,10265611,4.0,0.0,7.0,6.0,4.0,10.0,9.0
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10348525,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهران ,10334095,4.0,2.0,5.0,4.0,1.0,5.0,7.0
آنالیز قیمت فروش آپارتمان در تهران - ستاری (از آب شناسان تا میدان نور) ,10122492,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهرآرا ,10131870,4.0,4.0,2.0,4.0,1.0,5.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10349400,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ستاری (از آب شناسان تا میدان نور) ,10146304,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10348397,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هروی ,10182706,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هروی ,10179272,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هروی ,10146689,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دولت ,10243386,4.0,2.0,4.0,4.0,2.0,9.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - شهران ,10334346,4.0,2.0,5.0,4.0,1.0,5.0,7.0
آنالیز قیمت فروش آپارتمان در تهران - شهرک راه آهن ,10334359,4.0,0.0,7.0,6.0,4.0,10.0,9.0
آنالیز قیمت فروش آپارتمان در تهران - بلوار فردوس ,10178263,5.0,10.0,6.0,4.0,5.0,3.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - آیت اله کاشانی ,10249013,5.0,2.0,2.0,3.0,1.0,5.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - شهرک راه آهن ,10260926,4.0,0.0,7.0,6.0,4.0,10.0,9.0
آنالیز قیمت فروش آپارتمان در تهران - شهرک راه آهن ,10205529,4.0,0.0,7.0,6.0,4.0,10.0,9.0
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,3976213,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهران ,3337016,4.0,2.0,5.0,4.0,1.0,5.0,7.0
آنالیز قیمت فروش آپارتمان در تهران - شهرک راه آهن ,3891729,4.0,0.0,7.0,6.0,4.0,10.0,9.0
آنالیز قیمت فروش آپارتمان در تهران - جنت آباد ,10262875,6.0,6.0,6.0,4.0,2.0,6.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - بلوار فردوس ,10299862,5.0,10.0,6.0,4.0,5.0,3.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - آیت اله کاشانی ,10299889,5.0,2.0,2.0,3.0,1.0,5.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - آیت اله کاشانی ,3838544,5.0,2.0,2.0,3.0,1.0,5.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - بلوار فردوس ,10334332,5.0,10.0,6.0,4.0,5.0,3.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - ستاری (از آب شناسان تا میدان نور) ,3989731,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هروی ,10385073,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پلیس ,10301030,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10385068,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - اختیاریه ,10385067,4.0,2.0,5.0,7.0,2.0,4.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - شهرآرا ,10297795,4.0,4.0,2.0,4.0,1.0,5.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10349120,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوارمرزداران ,10219991,5.0,3.0,3.0,4.0,0.0,4.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - بلوارمرزداران ,10203024,5.0,3.0,3.0,4.0,0.0,4.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - بلوارمرزداران ,10203025,5.0,3.0,3.0,4.0,0.0,4.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,10385057,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - مجیدیه جنوبی ,10354995,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوارمرزداران ,10352793,5.0,3.0,3.0,4.0,0.0,4.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - میرداماد ,10348040,5.0,8.0,6.0,8.0,3.0,9.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - خواجه عبداله ,10007821,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10385048,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10199405,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تجریش ,10267133,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - الهیه ,10248421,4.0,4.0,3.0,11.0,2.0,6.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - بلوارمرزداران ,10375062,5.0,3.0,3.0,4.0,0.0,4.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - دربند ,10251113,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دارآباد ,10375061,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوارمرزداران ,10375060,5.0,3.0,3.0,4.0,0.0,4.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10375059,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بزرگراه ارتش (لشکرک) ,3890100,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوارمرزداران ,10375057,5.0,3.0,3.0,4.0,0.0,4.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - سعادت آباد ,10375055,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سعادت آباد ,10375050,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ملاصدرا ,10375049,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سئول ,10245451,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سئول ,10145687,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران نو ,10349917,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سعادت آباد ,10365191,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دولت ,10332681,4.0,2.0,4.0,4.0,2.0,9.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - پونک ,10251759,0.0,4.0,3.0,0.0,0.0,8.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - آزادی(از نواب تا میدان آزادی) ,10178606,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - فرحزاد ,10123386,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جمالزاده ,10259119,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - قیطریه ,10242994,4.0,3.0,4.0,3.0,6.0,6.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10335233,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - گلبرگ ,10301933,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - فرجام غربی( تا شهید باقری) ,10301931,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10365176,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - فرجام غربی( تا شهید باقری) ,10301928,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10365175,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10298276,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوارمرزداران ,10126605,5.0,3.0,3.0,4.0,0.0,4.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10365172,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جمالزاده ,10365171,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - وحیدیه ,10255401,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - قیطریه ,10332276,4.0,3.0,4.0,3.0,6.0,6.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - مجیدیه جنوبی ,10147990,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - گلبرگ ,10347484,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10204580,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوار فردوس ,10365170,5.0,10.0,6.0,4.0,5.0,3.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10002777,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جمالزاده ,3835813,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - گلبرگ ,10121153,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - گلبرگ ,10065155,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سبلان ,3921033,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10301921,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10365161,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دربند ,2672102,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دربند ,10133896,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جنت آباد ,10301653,6.0,6.0,6.0,4.0,2.0,6.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10365141,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - وحیدیه ,10365137,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - وحیدیه ,10365127,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - فرمانیه ,10252802,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - فرمانیه ,10365124,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ری ,10365118,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوار فردوس ,3667066,5.0,10.0,6.0,4.0,5.0,3.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10301389,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نبرد جنوبی ,10365112,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10365111,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خواجه نصیر ,10365110,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سبلان ,10301915,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - وحیدیه ,10365109,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نامجو(گرگان) ,10301000,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10365107,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیچ شمیران ,10300928,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سبلان ,10365106,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خواجه نظام ,10300917,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نامجو(گرگان) ,10266870,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10365104,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10365103,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خواجه نظام ,10365102,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10365100,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - گلبرگ ,3835067,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوار ابوذر جنوبی ,10365099,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نظام آباد ,3443720,4.0,4.0,4.0,2.0,3.0,8.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - شاد آباد ,10365098,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10365096,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10365095,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10365094,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هروی ,10365093,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - مجیدیه شمالی ,10365092,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ستارخان ,3819317,5.0,0.0,3.0,4.0,3.0,5.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - قلهک ,10334983,4.0,2.0,3.0,3.0,3.0,5.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - دولت ,10332284,4.0,2.0,4.0,4.0,2.0,9.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - هنگام ,10365089,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ستارخان ,10243332,5.0,0.0,3.0,4.0,3.0,5.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - خیابان مازندران ,10300890,,,,,,,
